task_idx,x,y,region_z_surface,region_height_offset,cluster_label
0,1782.27028754441,899.4428459306756,6.789850794580678,11.756451945229074,6
1,1122.9996875204822,1624.9690889804128,7.104815165349618,17.790556334511336,4
2,806.3435172043154,1137.336396855783,0.7550641139505369,33.27589794726794,7
3,1796.9225558632738,969.2452676886608,7.82960000658942,36.02047092762463,6
4,1181.1782707691916,1872.7587664483071,6.80671155014622,12.73111028729864,4
5,1766.5031942013761,1515.4385434387489,2.7100635920320646,7.163280673619643,0
6,1422.4619898592869,1638.3901898606396,19.214060843005402,18.34965388923635,0
7,212.1636096061239,762.0666387598529,0.7837365694652192,27.159237341535526,1
8,1091.5809793547403,1717.0187929609422,6.148507816611042,16.57684651945928,4
9,292.80471388996784,1428.0790569918413,0.035273700661366814,2.2607742036557354,3
10,1181.9342821689656,1217.4399427240191,4.729478266949189,34.16108044271699,7
11,745.2376741888161,1831.6444493433005,-1.0241719089642651,35.42487634075341,4
12,1427.8102335089668,1336.5988269840427,13.027178237937505,35.52951040559612,0
13,442.9307138335077,1625.7503602409643,0.9762532297894666,19.087865863359337,3
14,991.7086212962876,1016.7418304759348,8.989148416831993,31.198680545102032,7
15,169.46676064780465,874.5363052777722,3.4088930554552146,15.968772853271123,1
16,1726.4024913492713,1360.4727919518928,3.9035936005796694,10.650212980177521,0
17,378.84950757671686,1168.146603109297,0.09455625996391215,10.84342607501429,3
18,1888.0130010608932,1014.9205165670608,6.684177704409947,25.887567151112187,6
19,1934.804867936859,732.5340556031989,3.1292527392362772,1.6102161565518447,6
20,581.497803440455,1679.7011188201102,1.496848558830243,15.376556581398791,3
21,1739.4502668463242,403.3324902915043,-0.604126420696816,27.317106680598418,2
22,1438.9039749437197,1184.213125961623,4.038997393582527,27.74545238690997,0
23,1789.023175568327,298.8915983056828,1.7651398738602337,34.803459500328294,2
24,1526.054365096974,1379.9105368624444,12.72993097411693,31.261855972053052,0
25,1590.0315688478388,906.5749866160933,2.336088506133697,7.05805221960877,6
26,456.8618362628407,572.1099920119079,12.900651280260245,9.62096045663348,1
27,608.6058374026906,1680.5342755672425,1.8881769422920747,37.728927333142906,3
28,1074.3152289621416,1127.167920582035,5.546789982146329,26.614529304218102,7
29,568.3358032260961,1668.3166267823538,1.5400124295756237,10.58349106531287,3
30,1409.8615134565412,1756.2791225981505,13.08830783552797,6.80497897866585,0
31,263.05335128476503,1699.1956726081457,-2.0890818305101404,5.921375971520808,3
32,104.22471683924917,1754.257769995425,-0.9716267310225426,36.39876475814958,3
33,479.4830044144631,1771.3287104899996,-1.5412084597760096,31.04639538537328,3
34,758.6198678727392,1685.8346944901966,1.2114728455164157,11.522712401515545,4
35,1079.2260460349928,1128.3509036814894,5.427180291698627,29.89008745540191,7
36,1968.0425941629844,1927.495056609625,3.486877458509194,34.50258259580687,0
37,228.64864531861673,728.2958488254396,0.5479071213481149,24.54703457363568,1
38,501.09251691664247,896.5911814340168,-1.4133263737785975,37.579863266405404,1
39,252.70584433276343,1023.1364782102439,3.8008384929714394,24.22436524974148,1
40,1731.1643797482993,704.7069625238249,1.5906006455188348,4.091494818118999,6
41,311.2808630447401,614.5223041835575,2.4244509454491783,39.57536394204219,1
42,1485.7491079918464,182.55272470568528,1.3315979957500843,39.47262395296667,2
43,1471.1634214464805,1227.8439237916566,5.9547503267886635,36.030044986055515,0
44,1480.5174968788267,18.09945153476744,-1.2589195268724742,29.271704652071563,2
45,1440.9452859108433,641.1685026830962,4.963354253380475,38.54479866622637,2
46,1265.943992827351,107.673361847205,0.5260775855295208,39.77238487272316,2
47,1112.8684732910438,1883.196266033498,7.3165880350461014,0.8303261625711222,4
48,640.1714185653309,1045.4733446298942,-3.548914753560073,6.5731682724586316,7
49,815.4227204360928,1139.3064898307248,1.1716707856871535,35.38854492275371,7
50,136.63728151987488,723.7605846190187,-0.32797631857229936,4.666619338604274,1
51,1041.31792893729,169.64893099537903,5.741490780913401,18.186501524025694,2
52,935.2936590432224,1544.4593568204082,-1.394782180355726,33.253873508940245,4
53,886.0068203945531,781.852584271457,5.255425635152678,27.76962648763996,7
54,545.7529264170622,103.7033478451721,4.461969008074127,27.810251300689764,5
55,1523.6433352983515,971.5578145318877,-0.30510617270368456,23.14638906086681,6
56,322.6934023904167,132.15712106750988,5.969238086238347,3.353233878307309,5
57,1515.8009228534013,1176.8245041250539,3.8999480239736783,10.709508550397938,0
58,1117.5295629201626,412.6497694306306,0.4387217618713204,30.529983641749613,2
59,1188.6811820524254,1868.4251474398836,6.945510954629912,34.960144041334814,4
60,1450.9581072461556,1173.1969462204127,3.7471449311075578,19.96892706958155,0
61,1730.590337984379,1993.137892342385,7.894995116328988,23.145622661558875,0
62,1730.216179482497,358.36507362923254,0.5204659629521462,25.083306749083413,2
63,1389.32818501,592.4624565432937,6.263016985932438,15.404626739606964,2
64,119.06738975255182,216.08731264009484,1.8035258219865702,20.782731415344905,5
65,1525.5875552864443,1530.9939209388242,16.74998524720473,15.672651369894801,0
66,616.3455433640395,1470.7557655622486,5.041765817833811,10.112736685646597,3
67,1624.3968060221555,473.3886504687257,1.5118038952850745,22.812184867087385,2
68,125.6474605022746,1244.0881379062257,-1.239345660056833,37.13308435341641,3
69,1887.8755268355894,695.3219275789546,1.750162720680162,6.696304918517155,6
70,867.2525295465234,554.4536077313171,6.057385362866881,30.435306955971846,7
71,1384.1473119958616,367.1899089856858,5.339564922587346,16.900951899925523,2
72,1464.2251078958673,1500.5907389306078,19.338105107262468,23.627223326533915,0
73,910.143218877159,1508.0563519597724,-1.1516356078812287,23.92837731594281,4
74,310.0215963887285,1321.037787549217,-1.3993097393908176,0.6432350446131174,3
